
C2H2	-251.494115923	-255.540070162	4.04595423896
C2H4	-270.688542704	-274.814410492	4.12586778815
C2H6	-288.500445804	-292.613187957	4.11274215234
CH3OH	-341.371479846	-344.515887509	3.14440766306
CH4	-152.229874052	-156.275209839	4.04533578678
CO	-305.112271823	-308.386543605	3.27427178274
CO2	-495.584555558	-498.130921415	2.54636585698
H2	-15.6333062739	-19.7899234194	4.15661714548
H2O	-205.259933135	-208.493857899	3.23392476444
HCN	-276.891990253	-280.189378158	3.29738790457
HNC	-276.80345662	-280.133533027	3.33007640773
N2	-300.748773291	-303.161702043	2.41292875163
N2O	-489.449966457	-491.100669834	1.65070337643
NH3	-176.725234648	-179.904045506	3.17881085762
O3	-560.158355969	-561.046284475	0.887928506121
